Nom API,ID Datapass,ID API,Public Cible,Eligible,phrase,CTA,Texte du CTA,Notes
,,,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’API s’adresse à tous les établissements proposant une formation dans l’enseignement supérieur et aux systèmes d’information dans l'enseignement supérieur, comme les plateformes de candidature aux établissements d’enseignement supérieur ou le CNOUS.",,,
,,,collectivité ou administration,Peut-être,"**❌Si vous êtes une administration ou une collectivité, vous n'êtes pas éligible.**

**✅ Sauf si vous êtes un établissement ou système d'information dans l'enseignement supérieur, vous êtes éligible**. Une authentification (identifiants d’accès directement fourni par le MESR aux établissements) est nécessaire. Contactez le projet INES à cette adresse si besoin : [projet.ines@enseignementsup.gouv.fr](projet.ines@enseignementsup.gouv.fr)",,,
,,,entreprise ou association,Peut-être,"**❌Si vous êtes une entreprise ou une association, vous n'êtes pas éligible.**

**✅ Sauf si vous êtes une entreprise dans l'enseignement supérieur, vous êtes alors peut-être éligible**. Contactez le projet INES à l'adresse : [projet.ines@enseignementsup.gouv.fr](projet.ines@enseignementsup.gouv.fr)",,,
,,,,Pas d'arbre de décision,,,,
API Immersion Facilitée,,138472304326259422620652820233087654865,,Pas d'arbre de décision,,,,
API France Chaleur Urbaine,,317202645894070782424637265750835082656,,Pas d'arbre de décision,,,,
API FANTOIR,,321062189486010243548961888979628489621,,Pas d'arbre de décision,,,,
API Les emplois de l'inclusion,,183791913247115684765426944598893190282,,Pas d'arbre de décision,,,,
API Ecobalyse - impacts environnementaux des produits textiles,,3344556505404896708688637429781424405,,Pas d'arbre de décision,,,,
API ECLAIRE,,22470322685169633951409898899075643175,,Pas d'arbre de décision,,,,
API Tierce Déclaration Pajemploi,,332630686013886630759567780587213182864,particulier,Non,Vous n’êtes pas autorisé à accéder aux données de cette API.,,,
API Tierce Déclaration Pajemploi,,332630686013886630759567780587213182864,collectivité ou administration,Non,Vous n’êtes pas autorisé à accéder aux données de cette API.,,,
API Tierce Déclaration Pajemploi,,332630686013886630759567780587213182864,entreprise ou association,Peut-être,"✅ Si vous êtes éditeur application mobile/éditeur de service web et agissez ou comptez agir pour le compte de vos clients en qualité de tiers déclarant, vous pouvez remplir une demande d’habilitation à l’API vous-même pour l'entité que vous représentez, au sens des articles L.133-11, [R133-43 et R133-44](https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037877089) du Code de Sécurité sociale.

❌ Les éditeurs de logiciel de paie ne sont pas autorisés à accéder à ces données",,,
API Déclaration préalable à l'embauche,,265168586794199604740572618530877355016,particulier,Non,Vous n’êtes pas autorisé à accéder aux données de cette API.,,,
API Déclaration préalable à l'embauche,,265168586794199604740572618530877355016,entreprise ou association,Non,"Si vous êtes déclarant direct, il ne vous est pas nécessaire de souscrire : vous avez déjà accès à l’API en utilisant vos identifiants Urssaf il vous suffit ainsi de [consulter la documentation pour utiliser l’API](https://www.dpae-edi.urssaf.fr/5492-API-DPAE-Guide-Implementation.pdf)

Si vous êtes concentrateur, vous pouvez peut-être accéder aux données de cette API, et pouvez remplir une demande d'habilitation.

Pour tout autre cas de figure, vous n'êtes pas autorisé à accéder aux données de cette API.",,,
API Tierce Déclaration Cesu,api-declaration-cesu,261382762515929760966579111238675388780,particulier,Non,Vous n’êtes pas autorisé à accéder aux données de cette API.,,,
API Tierce Déclaration Cesu,api-declaration-cesu,261382762515929760966579111238675388780,collectivité ou administration,Non,Vous n’êtes pas autorisé à accéder aux données de cette API.,,,
API Tierce Déclaration Cesu,api-declaration-cesu,261382762515929760966579111238675388780,entreprise ou association,Peut-être,"✅ Si vous êtes éditeur application mobile/éditeur de service web et agissez ou comptez agir pour le compte de vos clients en qualité de tiers déclarant, vous pouvez remplir une demande d’habilitation à l’API vous-même pour l'entité que vous représentez, au sens des articles L.133-11, <a href=""https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037877089"">R133-43 et R133-44</a> du Code de Sécurité sociale.

❌ Les éditeurs de logiciel de paie ne sont pas autorisés à accéder à ces données",,,
API Tierce Déclaration auto-entrepreneur,api-declaration-auto-entrepreneur,25718593007806961005514219651263908011,particulier,Non,Vous n’êtes pas autorisé à accéder aux données de cette API.,,,
API Tierce Déclaration auto-entrepreneur,api-declaration-auto-entrepreneur,25718593007806961005514219651263908011,collectivité ou administration,Non,Vous n’êtes pas autorisé à accéder aux données de cette API.,,,
API Tierce Déclaration auto-entrepreneur,api-declaration-auto-entrepreneur,25718593007806961005514219651263908011,entreprise ou association,Peut-être,"✅ Si vous êtes éditeur application mobile/éditeur de service web et agissez ou comptez agir pour le compte de vos clients en qualité de tiers déclarant, vous pouvez remplir une demande d’habilitation à l’API vous-même pour l'entité que vous représentez, au sens des articles L.133-11, <a href=""https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000037877089"">R133-43 et R133-44</a> du Code de Sécurité sociale.

✅ Si vous êtes tiers déclarant, vous êtes éligible. Pour remplir votre demande, vous aurez besoin de votre attestation fiscale et de votre attestation sociale.

❌ Les éditeurs de logiciel de paie ne sont pas autorisés à accéder à ces données.

❌ Les auto-entrepreneurs ne sont pas autorisés à accéder à ces données. Même si l'API Tierce Déclaration concerne les auto-entrepreneurs, elle ne vous est pas directement destinée. Peut-être cherchez vous à accéder à l'API Tiers de Prestation, pour que vos clients bénéficient de l'avance immédiate de crédit d'impôt ?",,,
API data·inclusion,,175524875227165184946648136624929424808,,Pas d'arbre de décision,,,,
API portail des données de la BnF - data.bnf.fr,,85480627075266898911764963884802144957,,Pas d'arbre de décision,,,,
API Conventions collectives,,102130290698948334045671272348377318960,,Pas d'arbre de décision,,,,
API Aides Territoires,,220356734828038986739316984130191025001,,Pas d'arbre de décision,,,,
Légifrance,,161903082753500821351252556718543088634,,Pas d'arbre de décision,,,,
API Ingres Noyau,,261944863768343572936651690385362853016,particulier,Non,Vous n’êtes pas autorisé à accéder aux données de cette API. Le CISIRH met à disposition cette API exploitable accessible uniquement par les ministères ou institutions ayant accès au Réseau Interministériel de l'Etat (RIE).,,,
API Ingres Noyau,,261944863768343572936651690385362853016,entreprise ou association,Non,Vous n’êtes pas autorisé à accéder aux données de cette API. Le CISIRH met à disposition cette API exploitable accessible uniquement par les ministères ou institutions ayant accès au Réseau Interministériel de l'Etat (RIE).,,,
API Ingres Noyau,,261944863768343572936651690385362853016,collectivité ou administration,Peut-être,"Le CISIRH met à disposition cette API exploitable et accessible uniquement via le Réseau Interministériel de l'Etat (RIE).

Son utilisation par une application tierce ne saurait engager la responsabilité du CISIRH, par exemple, en termes de disponibilité.",,,
API Statut élève scolarisé et boursier | Bouquet API Particulier,,4b34fb0d-8bba-4dc3-9eec-c03a3ec2addf,particulier,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>",,,
API Statut élève scolarisé et boursier | Bouquet API Particulier,,4b34fb0d-8bba-4dc3-9eec-c03a3ec2addf,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Particulier.  

      **Si votre cadre légal le justifie**, l’API Particulier vous permet d’accéder directement aux données administratives des particuliers, dont leur statut bénéficiaire de la complémentaire santé solidaire, pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Particulier, consultez nos différents <External href=""https://particulier.api.gouv.fr/cas_usages"">cas d'usages</External> (Tarification cantine et transport, aides facultatives départementales et régionales, aides sociales des CCAS, gestion RH du secteur public ...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://particulier.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-particulier'>Demander une habilitation API Particulier</Button>",,,
API Statut élève scolarisé et boursier | Bouquet API Particulier,,4b34fb0d-8bba-4dc3-9eec-c03a3ec2addf,entreprise ou association,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>

      Si vous êtes **éditeur de logiciels pour des acteurs publics, c'est à vos utilisateurs collectivité ou administration de faire une demande d'habilitation.**

      En revanche, vous pouvez nous demander de vous référencer sur un cas d'usage afin de proposer des formulaires pré-remplis et ainsi simplifier l'expérience de vos clients publics :

      <Button href=""https://form.typeform.com/to/OJ4rkf5Z"">Demander à être référencé</Button>",,,
API Statut demandeur d'emploi | Bouquet API Particulier,,9818d301-1e6e-407a-81b8-4e4653047951,particulier,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>",,,
API Statut demandeur d'emploi | Bouquet API Particulier,,9818d301-1e6e-407a-81b8-4e4653047951,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Particulier.  

      **Si votre cadre légal le justifie**, l’API Particulier vous permet d’accéder directement aux données administratives des particuliers, dont leur statut bénéficiaire de la complémentaire santé solidaire, pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Particulier, consultez nos différents <External href=""https://particulier.api.gouv.fr/cas_usages"">cas d'usages</External> (Tarification cantine et transport, aides facultatives départementales et régionales, aides sociales des CCAS, gestion RH du secteur public ...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://particulier.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-particulier'>Demander une habilitation API Particulier</Button>",,,
API Statut demandeur d'emploi | Bouquet API Particulier,,9818d301-1e6e-407a-81b8-4e4653047951,entreprise ou association,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>

      Si vous êtes **éditeur de logiciels pour des acteurs publics, c'est à vos utilisateurs collectivité ou administration de faire une demande d'habilitation.**

      En revanche, vous pouvez nous demander de vous référencer sur un cas d'usage afin de proposer des formulaires pré-remplis et ainsi simplifier l'expérience de vos clients publics :

      <Button href=""https://form.typeform.com/to/OJ4rkf5Z"">Demander à être référencé</Button>",,,
API Paiements versés par FranceTravail | Bouquet API Particulier,,6e91fdec-799d-478c-b265-1ccb8a0a7689,particulier,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>",,,
API Paiements versés par FranceTravail | Bouquet API Particulier,,6e91fdec-799d-478c-b265-1ccb8a0a7689,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Particulier.  

      **Si votre cadre légal le justifie**, l’API Particulier vous permet d’accéder directement aux données administratives des particuliers, dont leur statut bénéficiaire de la complémentaire santé solidaire, pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Particulier, consultez nos différents <External href=""https://particulier.api.gouv.fr/cas_usages"">cas d'usages</External> (Tarification cantine et transport, aides facultatives départementales et régionales, aides sociales des CCAS, gestion RH du secteur public ...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://particulier.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-particulier'>Demander une habilitation API Particulier</Button>",,,
API Paiements versés par FranceTravail | Bouquet API Particulier,,6e91fdec-799d-478c-b265-1ccb8a0a7689,entreprise ou association,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>

      Si vous êtes **éditeur de logiciels pour des acteurs publics, c'est à vos utilisateurs collectivité ou administration de faire une demande d'habilitation.**

      En revanche, vous pouvez nous demander de vous référencer sur un cas d'usage afin de proposer des formulaires pré-remplis et ainsi simplifier l'expérience de vos clients publics :

      <Button href=""https://form.typeform.com/to/OJ4rkf5Z"">Demander à être référencé</Button>",,,
API Statut revenu de solidarité active (RSA) | Bouquet API Particulier,,6914197f-b553-405c-b971-df12a2cc55c2,particulier,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>",,,
API Statut revenu de solidarité active (RSA) | Bouquet API Particulier,,6914197f-b553-405c-b971-df12a2cc55c2,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Particulier.  

      **Si votre cadre légal le justifie**, l’API Particulier vous permet d’accéder directement aux données administratives des particuliers, dont leur statut bénéficiaire de la complémentaire santé solidaire, pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Particulier, consultez nos différents <External href=""https://particulier.api.gouv.fr/cas_usages"">cas d'usages</External> (Tarification cantine et transport, aides facultatives départementales et régionales, aides sociales des CCAS, gestion RH du secteur public ...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://particulier.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-particulier'>Demander une habilitation API Particulier</Button>",,,
API Statut revenu de solidarité active (RSA) | Bouquet API Particulier,,6914197f-b553-405c-b971-df12a2cc55c2,entreprise ou association,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>

      Si vous êtes **éditeur de logiciels pour des acteurs publics, c'est à vos utilisateurs collectivité ou administration de faire une demande d'habilitation.**

      En revanche, vous pouvez nous demander de vous référencer sur un cas d'usage afin de proposer des formulaires pré-remplis et ainsi simplifier l'expérience de vos clients publics :

      <Button href=""https://form.typeform.com/to/OJ4rkf5Z"">Demander à être référencé</Button>",,,
API Statut prime d'activité | Bouquet API Particulier,,80367aa7-96ec-4bbb-a3c0-ef69640a6223,particulier,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>",,,
API Statut prime d'activité | Bouquet API Particulier,,80367aa7-96ec-4bbb-a3c0-ef69640a6223,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Particulier.  

      **Si votre cadre légal le justifie**, l’API Particulier vous permet d’accéder directement aux données administratives des particuliers, dont leur statut bénéficiaire de la complémentaire santé solidaire, pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Particulier, consultez nos différents <External href=""https://particulier.api.gouv.fr/cas_usages"">cas d'usages</External> (Tarification cantine et transport, aides facultatives départementales et régionales, aides sociales des CCAS, gestion RH du secteur public ...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://particulier.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-particulier'>Demander une habilitation API Particulier</Button>",,,
API Statut prime d'activité | Bouquet API Particulier,,80367aa7-96ec-4bbb-a3c0-ef69640a6223,entreprise ou association,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>

      Si vous êtes **éditeur de logiciels pour des acteurs publics, c'est à vos utilisateurs collectivité ou administration de faire une demande d'habilitation.**

      En revanche, vous pouvez nous demander de vous référencer sur un cas d'usage afin de proposer des formulaires pré-remplis et ainsi simplifier l'expérience de vos clients publics :

      <Button href=""https://form.typeform.com/to/OJ4rkf5Z"">Demander à être référencé</Button>",,,
API Statut allocation de soutien familial (ASF) | Bouquet API Particulier,,f12430c5-c3e4-41eb-8783-ca2bc1aaef56,particulier,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>",,,
API Statut allocation de soutien familial (ASF) | Bouquet API Particulier,,f12430c5-c3e4-41eb-8783-ca2bc1aaef56,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Particulier.  

      **Si votre cadre légal le justifie**, l’API Particulier vous permet d’accéder directement aux données administratives des particuliers, dont leur statut bénéficiaire de la complémentaire santé solidaire, pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Particulier, consultez nos différents <External href=""https://particulier.api.gouv.fr/cas_usages"">cas d'usages</External> (Tarification cantine et transport, aides facultatives départementales et régionales, aides sociales des CCAS, gestion RH du secteur public ...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://particulier.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-particulier'>Demander une habilitation API Particulier</Button>",,,
API Statut allocation de soutien familial (ASF) | Bouquet API Particulier,,f12430c5-c3e4-41eb-8783-ca2bc1aaef56,entreprise ou association,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>

      Si vous êtes **éditeur de logiciels pour des acteurs publics, c'est à vos utilisateurs collectivité ou administration de faire une demande d'habilitation.**

      En revanche, vous pouvez nous demander de vous référencer sur un cas d'usage afin de proposer des formulaires pré-remplis et ainsi simplifier l'expérience de vos clients publics :

      <Button href=""https://form.typeform.com/to/OJ4rkf5Z"">Demander à être référencé</Button>",,,
API Statut allocation adulte handicapé (AAH) | Bouquet API Particulier,,f3788991-59bf-4189-abc2-288be373d9ea,particulier,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>",,,
API Statut allocation adulte handicapé (AAH) | Bouquet API Particulier,,f3788991-59bf-4189-abc2-288be373d9ea,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Particulier.  

      **Si votre cadre légal le justifie**, l’API Particulier vous permet d’accéder directement aux données administratives des particuliers, dont leur statut bénéficiaire de la complémentaire santé solidaire, pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Particulier, consultez nos différents <External href=""https://particulier.api.gouv.fr/cas_usages"">cas d'usages</External> (Tarification cantine et transport, aides facultatives départementales et régionales, aides sociales des CCAS, gestion RH du secteur public ...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://particulier.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-particulier'>Demander une habilitation API Particulier</Button>",,,
API Statut allocation adulte handicapé (AAH) | Bouquet API Particulier,,f3788991-59bf-4189-abc2-288be373d9ea,entreprise ou association,Non,"      Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Particulier est **uniquement reservé aux acteurs publics** : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, les organismes ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, etc.

      <Button href=""/rechercher-api"" alt>Rechercher une autre API</Button>

      Si vous êtes **éditeur de logiciels pour des acteurs publics, c'est à vos utilisateurs collectivité ou administration de faire une demande d'habilitation.**

      En revanche, vous pouvez nous demander de vous référencer sur un cas d'usage afin de proposer des formulaires pré-remplis et ainsi simplifier l'expérience de vos clients publics :

      <Button href=""https://form.typeform.com/to/OJ4rkf5Z"">Demander à être référencé</Button>",,,
API Qualiopi & habilitations France compétences - Carif-Oref | Bouquet API Entreprise,,71dd111f-294b-4150-aca3-93f3b5d19ae1,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Qualiopi & habilitations France compétences - Carif-Oref | Bouquet API Entreprise,,71dd111f-294b-4150-aca3-93f3b5d19ae1,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Qualiopi & habilitations France compétences - Carif-Oref | Bouquet API Entreprise,,71dd111f-294b-4150-aca3-93f3b5d19ae1,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Données du répertoire Sirene - Insee | Bouquet API Entreprise,,5335dbcc-c1aa-4069-a093-07a71bc3b593,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Données du répertoire Sirene - Insee | Bouquet API Entreprise,,5335dbcc-c1aa-4069-a093-07a71bc3b593,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Données du répertoire Sirene - Insee | Bouquet API Entreprise,,5335dbcc-c1aa-4069-a093-07a71bc3b593,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Mandataires sociaux - Infogreffe | Bouquet API Entreprise,,22d98a12-917a-4a66-9e41-0fb0614a4337,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
